,establishment,inspection_date,sector,district,total_score,link,zip_code,address_and_zip,address,separated_address,house_numbers,trimmed_name,split_address,clean_address
9248,ihop # 3660,2019-09-12,7,A,100,Link,78230,"9911 ih 10 w san antonio, tx 782302237",9911 ih 10 w ,"['9911', 'ih', '10', 'w']",9911,ihop # 3660,ih 10 w,ih 10
9249,india taj palace,2019-09-12,10,B,97,Link,78258,"20323 huebner rd san antonio, tx 782580",20323 huebner rd ,"['20323', 'huebner', 'rd']",20323,indi taj palace,huebner rd,huebner
9250,j prime steakhouse,2019-09-12,12,B,100,Link,78258,"1401 n fm 1604 w san antonio, tx 782580",1401 n fm 1604 w ,"['1401', 'n', 'fm', '1604', 'w']",1401,j prime steakhouse,n fm 1604 w,n fm 1604
9251,janthonys seafood cafe,2019-09-12,33,D,94,Link,78238,"7210 loop 410 nw san antonio, tx 782380",7210 loop 410 nw ,"['7210', 'loop', '410', 'nw']",7210,janthonys seafood cafe,loop 410 nw,loop 410w
9252,juany's taqueria,2019-09-12,26,C,84,Link,78224,"1502 somerset rd san antonio, tx 782243042",1502 somerset rd ,"['1502', 'somerset', 'rd']",1502,juany's taqueria,somerset rd,somerset
9253,k1 speed,2019-09-12,33,D,100,Link,78238,"6955 loop 410 nw san antonio, tx 782380",6955 loop 410 nw ,"['6955', 'loop', '410', 'nw']",6955,k1 speed,loop 410 nw,loop 410w
9254,kozy korner saloon #,2019-09-12,28,D,100,Link,78207,"507 ruiz st san antonio, tx 78207",507 ruiz st ,"['507', 'ruiz', 'st']",507,kozy korner salo #,ruiz st,ruiz
9255,la cazadora #,2019-09-12,8,A,91,Link,78213,"3213 west av san antonio, tx 782134537",3213 west av ,"['3213', 'west', 'av']",3213,l cazador #,west av,west
9256,la fiesta supermarket #11 #,2019-09-12,8,A,93,Link,78201,"4107 blanco rd san antonio, tx 782011173",4107 blanco rd ,"['4107', 'blanco', 'rd']",4107,l fiest supermarket #11 #,blanco rd,blanco
9257,la gloria,2019-09-12,13,B,92,Link,78216,"9800 airport bv san antonio, tx 782164837",9800 airport bv ,"['9800', 'airport', 'bv']",9800,l gloria,airport bv,airport
9258,la michoacana meat market,2019-09-12,8,A,88,Link,78213,"4523 blanco rd san antonio, tx 782131025",4523 blanco rd ,"['4523', 'blanco', 'rd']",4523,l michoacan meat market,blanco rd,blanco
9259,la reyna del sur #2,2019-09-12,34,D,100,Link,78201,"2218 zarzamora st n san antonio, tx 782016107",2218 zarzamora st n ,"['2218', 'zarzamora', 'st', 'n']",2218,l reyn d sur #2,zarzamora st n,zarzamora
9260,la tapenade,2019-09-12,13,B,100,Link,78216,"9800 airport bv san antonio, tx 782164837",9800 airport bv ,"['9800', 'airport', 'bv']",9800,l tapenade,airport bv,airport
9261,lala's gorditas,2019-09-12,24,C,95,Link,78210,"1600 roosevelt ave san antonio, tx 78210",1600 roosevelt ave ,"['1600', 'roosevelt', 'ave']",1600,lala's gorditas,roosevelt ave,roosevelte
9262,las palapas-hausman,2019-09-12,3,A,94,Link,78249,"8342 n 1604 w san antonio, tx 78249",8342 n 1604 w ,"['8342', 'n', '1604', 'w']",8342, palapas-hausman,n 1604 w,n 1604
9263,legal eats llc,2019-09-12,27,C,92,Link,78204,"300 dolorosa san antonio, tx 782040",300 dolorosa ,"['300', 'dolorosa']",300,legal eats llc,dolorosa,dolorosa
9264,leticias mexican rest,2019-09-12,34,D,96,Link,78201,"1922 zarzamora st n san antonio, tx 782016101",1922 zarzamora st n ,"['1922', 'zarzamora', 'st', 'n']",1922,leticias mexic rest,zarzamora st n,zarzamora
9265,little caesar pizza #60,2019-09-12,20,C,91,Link,78202,"601 n new braunfels ste#101 san antonio, tx 782022431",601 n new braunfels ste#101 ,"['601', 'n', 'new', 'braunfels', 'ste#101']",601,little caesar pizz #60,n new braunfels ste#101,new braunfelse#101
9266,little caesar's pizza #9 #,2019-09-12,31,D,100,Link,78228,"1603 bandera rd san antonio, tx 782283804",1603 bandera rd ,"['1603', 'bandera', 'rd']",1603,little caesar's pizz #9 #,bandera rd,bandera
9267,long john silvers,2019-09-12,9,A,100,Link,78213,"11611 west av san antonio, tx 782131344",11611 west av ,"['11611', 'west', 'av']",11611,long john silvers,west av,west
9268,louie italian restaurant,2019-09-12,1,A,92,Link,5346,"4979 loop 410 nw san antonio, tx 78229-5346",4979 loop 410 nw ,"['4979', 'loop', '410', 'nw']",4979,louie itali restaurant,loop 410 nw,loop 410w
9269,lucianos pizzeria,2019-09-12,31,D,90,Link,78238,"6301 loop 410 nw san antonio, tx 782383801",6301 loop 410 nw ,"['6301', 'loop', '410', 'nw']",6301,lucianos pizzeria,loop 410 nw,loop 410w
9270,lupitas mexican restaurant,2019-09-12,33,D,87,Link,78238,"5923 culebra rd san antonio, tx 782385102",5923 culebra rd ,"['5923', 'culebra', 'rd']",5923,lupitas mexic restaurant,culebra rd,culebra
9271,matehuala cafe,2019-09-12,26,C,82,Link,78211,"508 somerset rd san antonio, tx 782111918",508 somerset rd ,"['508', 'somerset', 'rd']",508,matehual cafe,somerset rd,somerset
9272,mcdonalds # 7850,2019-09-12,1,A,96,Link,78240,"7267 wurzbach rd san antonio, tx 782403853",7267 wurzbach rd ,"['7267', 'wurzbach', 'rd']",7267,mcdonalds # 7850,wurzbach rd,wurzbach
9273,mina & dimis greek house inc,2019-09-12,32,D,90,Link,78227,"7159 new hwy 90 w san antonio, tx 782270",7159 new hwy 90 w ,"['7159', 'new', 'hwy', '90', 'w']",7159,min & dimis greek house inc,new hwy 90 w,new hwy 90
9274,monterrey products co,2019-09-12,28,D,100,Link,78207,"803 zarzamora st s san antonio, tx 782075363",803 zarzamora st s ,"['803', 'zarzamora', 'st', 's']",803,monterrey products co,zarzamora st s,zarzamora
9275,n e ballroom & bingo,2019-09-12,17,B,97,Link,78233,"11123 ih 35 n san antonio, tx 782330",11123 ih 35 n ,"['11123', 'ih', '35', 'n']",11123,n e ballroom & bingo,ih 35 n,ih 35
9276,new somerset food mart,2019-09-12,26,C,96,Link,78211,"1403 somerset rd san antonio, tx 782113039",1403 somerset rd ,"['1403', 'somerset', 'rd']",1403,new somerset food mart,somerset rd,somerset
9277,oasis cafe,2019-09-12,19,C,90,Link,78215,"210 mc cullough av san antonio, tx 782151831",210 mc cullough av ,"['210', 'mc', 'cullough', 'av']",210,oasis cafe,mc cullough av,mc cullough
9278,olive garden #1631,2019-09-12,3,A,100,Link,78257,"15814 ih 10 w san antonio, tx 78257",15814 ih 10 w ,"['15814', 'ih', '10', 'w']",15814,olive garden #1631,ih 10 w,ih 10
9279,original cadillac bar,2019-09-12,27,C,89,Link,78204,"212 flores st s san antonio, tx 782041011",212 flores st s ,"['212', 'flores', 'st', 's']",212,original cadillac bar,flores st s,flores
9280,panasian cafe,2019-09-12,5,A,94,Link,78250,"9503 bandera rd san antonio, tx 782500",9503 bandera rd ,"['9503', 'bandera', 'rd']",9503,panasi cafe,bandera rd,bandera
9281,panda express,2019-09-12,6,A,100,Link,78229,"2323 babcock rd san antonio, tx 78229",2323 babcock rd ,"['2323', 'babcock', 'rd']",2323,pand express,babcock rd,babcock
9282,panda express,2019-09-12,6,A,100,Link,78229,"2323 babcock rd san antonio, tx 78229",2323 babcock rd ,"['2323', 'babcock', 'rd']",2323,pand express,babcock rd,babcock
9283,pho place,2019-09-12,12,B,92,Link,78248,"1160 n 1604 w san antonio, tx 78248",1160 n 1604 w ,"['1160', 'n', '1604', 'w']",1160,pho place,n 1604 w,n 1604
